Age,Department,DistanceFromHome,EducationField,Education,Gender,MaritalStatus,NumCompaniesWorked,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,BusinessTravel,JobRole,AnnualIncome,StockOptionLevel,TrainingTimesLastYear,JobInvolvement,JobLevel,OverTime,PercentSalaryHike,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Attrition
39,Sales,20,Life Sciences,3,Male,Divorced,2,7,2,1,2,2,Travel_Frequently,Sales Executive,148572,1,6,3,2,No,18,3,3,4,3,No
43,Research & Development,9,Life Sciences,3,Male,Single,4,7,3,2,1,2,Non-Travel,Research Scientist,87768,0,2,3,1,No,13,3,1,3,2,No
41,Research & Development,5,Life Sciences,3,Male,Single,3,11,3,2,1,2,Travel_Rarely,Healthcare Representative,247320,0,3,4,2,No,12,3,2,2,1,No
41,Sales,4,Marketing,1,Female,Divorced,0,23,22,14,13,5,Travel_Rarely,Sales Executive,376092,1,3,3,3,Yes,13,3,3,3,4,No
30,Research & Development,10,Medical,3,Female,Single,9,9,7,7,0,2,Travel_Rarely,Manufacturing Director,348012,0,3,3,3,No,14,3,1,3,3,No
26,Human Resources,20,Medical,2,Female,Married,0,6,5,1,1,4,Travel_Rarely,Human Resources,77328,0,3,3,1,Yes,11,3,4,2,3,Yes
46,Research & Development,21,Medical,2,Female,Married,4,13,9,7,3,7,Travel_Rarely,Healthcare Representative,321336,1,2,3,2,No,22,4,4,2,4,Yes
40,Research & Development,1,Life Sciences,3,Female,Divorced,4,12,5,3,0,3,Travel_Rarely,Healthcare Representative,234468,1,3,3,2,No,17,3,3,4,3,No
34,Sales,8,Technical Degree,2,Male,Married,1,10,10,8,4,8,Travel_Rarely,Sales Executive,244764,2,5,4,2,No,21,4,2,3,3,No
58,Sales,2,Medical,3,Male,Divorced,4,37,16,9,14,14,Non-Travel,Manager,586476,1,0,3,4,No,22,4,2,2,2,No
35,Research & Development,23,Medical,4,Male,Married,0,6,5,4,0,3,Travel_Rarely,Laboratory Technician,97380,1,2,1,1,No,16,3,2,3,4,No
47,Research & Development,4,Life Sciences,3,Female,Divorced,8,28,22,11,14,10,Travel_Rarely,Manufacturing Director,371988,1,4,2,3,Yes,12,3,3,2,3,No
40,Research & Development,12,Life Sciences,3,Female,Divorced,2,15,7,4,7,7,Travel_Rarely,Healthcare Representative,160128,1,3,3,2,No,12,3,2,1,3,No
54,Research & Development,7,Medical,4,Female,Married,4,14,7,1,1,7,Travel_Rarely,Research Scientist,246744,1,2,3,2,No,15,3,4,4,2,No
31,Sales,7,Marketing,4,Female,Married,2,9,3,2,2,2,Travel_Frequently,Sales Executive,346932,2,3,3,3,No,14,3,1,1,3,No
28,Research & Development,1,Medical,3,Female,Married,1,3,3,2,1,2,Travel_Rarely,Research Scientist,129276,1,3,3,1,No,25,4,3,1,3,No
38,Sales,2,Marketing,4,Female,Married,2,20,4,2,0,3,Travel_Rarely,Sales Representative,194580,2,4,1,2,Yes,20,4,2,4,2,No
26,Sales,10,Medical,3,Male,Single,1,5,5,3,1,2,Travel_Rarely,Sales Executive,168624,0,4,3,2,No,13,3,3,4,3,No
58,Research & Development,15,Life Sciences,4,Male,Married,2,23,2,2,2,2,Travel_Frequently,Research Director,568332,0,3,3,4,Yes,14,3,1,3,3,No
18,Research & Development,14,Medical,3,Female,Single,1,0,0,0,0,0,Non-Travel,Research Scientist,54504,0,4,3,1,No,16,3,2,3,1,No
31,Human Resources,18,Human Resources,5,Male,Married,0,2,1,0,0,0,Travel_Rarely,Human Resources,106416,0,4,4,1,No,17,3,4,1,3,Yes
29,Human Resources,13,Human Resources,3,Male,Divorced,4,4,2,2,2,0,Travel_Rarely,Human Resources,84060,3,3,2,1,Yes,15,3,1,1,3,Yes
45,Sales,2,Life Sciences,4,Female,Married,4,10,8,7,5,7,Non-Travel,Sales Executive,185544,2,3,3,2,No,22,4,3,3,4,No
36,Research & Development,2,Other,4,Female,Married,4,15,1,0,0,0,Travel_Rarely,Research Scientist,250632,1,2,3,2,Yes,22,4,4,2,3,No
43,Sales,2,Life Sciences,4,Male,Married,1,7,7,7,7,7,Travel_Frequently,Sales Executive,204300,1,5,3,2,No,20,4,1,4,3,No
27,Research & Development,5,Life Sciences,2,Female,Single,0,6,5,4,0,2,Travel_Frequently,Laboratory Technician,85644,0,3,3,1,Yes,14,3,4,4,2,No
29,Research & Development,20,Medical,1,Male,Married,1,11,11,8,3,10,Travel_Frequently,Laboratory Technician,137232,0,3,3,1,No,13,3,4,4,4,No
32,Sales,10,Marketing,4,Male,Single,8,4,0,0,0,0,Travel_Frequently,Sales Executive,167328,0,2,3,2,No,13,3,4,4,4,No
42,Research & Development,10,Technical Degree,4,Male,Married,3,10,6,3,3,3,Non-Travel,Research Scientist,105696,2,1,3,1,No,22,4,3,3,2,No
47,Research & Development,9,Life Sciences,4,Female,Single,4,7,2,2,2,0,Travel_Rarely,Laboratory Technician,75780,0,2,3,1,No,12,3,2,3,3,No
46,Research & Development,2,Life Sciences,2,Male,Divorced,3,12,9,8,4,7,Travel_Rarely,Manufacturing Director,308808,1,4,3,3,No,14,3,4,4,2,No
28,Human Resources,1,Life Sciences,2,Male,Divorced,1,3,3,2,2,2,Non-Travel,Human Resources,97416,1,2,3,1,No,15,3,3,4,3,No
29,Research & Development,29,Life Sciences,1,Male,Divorced,8,11,7,0,1,6,Travel_Rarely,Healthcare Representative,229824,2,3,1,2,No,17,3,4,3,3,No
42,Research & Development,8,Life Sciences,3,Male,Single,4,8,0,0,0,0,Travel_Rarely,Laboratory Technician,142848,0,3,3,1,No,13,3,4,3,3,No
32,Sales,2,Marketing,4,Male,Single,7,7,2,2,2,2,Travel_Rarely,Sales Executive,356652,0,3,2,2,Yes,12,3,3,2,2,Yes
46,Sales,3,Technical Degree,3,Female,Divorced,2,25,19,17,2,8,Travel_Rarely,Sales Executive,476100,1,5,4,4,No,12,3,1,1,3,No
27,Sales,23,Medical,1,Female,Married,1,9,9,8,5,8,Travel_Rarely,Sales Representative,127440,1,5,2,2,No,21,4,2,3,3,No
29,Human Resources,6,Medical,1,Male,Married,1,1,1,0,0,0,Travel_Rarely,Human Resources,100944,0,3,2,1,No,11,3,4,2,3,No
43,Research & Development,6,Medical,3,Female,Married,7,21,16,12,6,14,Travel_Rarely,Manager,698112,0,2,2,5,No,13,3,1,3,3,No
48,Research & Development,10,Life Sciences,3,Male,Married,4,29,22,10,12,9,Travel_Rarely,Research Director,707940,0,3,2,5,No,12,3,4,2,3,No
29,Research & Development,24,Life Sciences,2,Male,Single,1,1,1,0,1,0,Travel_Frequently,Research Scientist,87804,0,3,2,1,Yes,24,4,4,4,2,Yes
46,Sales,10,Life Sciences,3,Female,Married,5,14,8,7,0,7,Travel_Rarely,Sales Executive,263304,3,2,3,3,No,21,4,3,2,3,Yes
27,Research & Development,15,Life Sciences,3,Female,Married,0,8,7,6,7,3,Travel_Frequently,Research Scientist,171864,1,2,2,1,No,19,3,4,1,2,No
39,Research & Development,19,Other,4,Male,Divorced,8,7,2,2,2,2,Travel_Rarely,Research Scientist,140472,3,2,3,2,No,14,3,4,4,3,No
55,Research & Development,2,Technical Degree,4,Male,Married,8,19,5,2,0,4,Travel_Rarely,Research Scientist,95832,1,2,2,1,No,20,4,2,4,4,No
28,Sales,3,Medical,3,Female,Married,1,1,1,0,0,0,Travel_Rarely,Sales Representative,102816,1,3,3,1,No,19,3,2,2,3,No
30,Sales,9,Medical,3,Male,Single,1,1,1,0,0,0,Travel_Rarely,Sales Representative,38916,0,3,3,1,No,13,3,2,4,2,Yes
22,Research & Development,7,Life Sciences,1,Male,Single,1,1,1,0,0,0,Travel_Rarely,Research Scientist,88992,0,2,3,1,Yes,23,4,4,2,3,Yes
36,Sales,10,Technical Degree,4,Female,Married,1,10,10,9,1,7,Travel_Rarely,Sales Executive,204228,1,4,2,2,Yes,13,3,2,3,3,No
31,Research & Development,20,Life Sciences,3,Male,Divorced,1,10,10,8,0,2,Travel_Rarely,Laboratory Technician,151092,1,2,3,2,No,11,3,2,3,3,No
34,Sales,4,Life Sciences,3,Male,Married,2,9,5,3,1,0,Travel_Rarely,Sales Executive,349668,3,3,3,3,Yes,13,3,3,4,3,No
29,Research & Development,7,Life Sciences,3,Male,Single,3,11,3,2,1,2,Travel_Rarely,Laboratory Technician,74232,0,2,3,1,No,14,3,4,1,3,No
37,Research & Development,7,Medical,4,Male,Married,5,16,5,3,0,4,Travel_Rarely,Research Scientist,154224,1,2,3,2,Yes,22,4,4,1,3,No
35,Research & Development,16,Other,2,Female,Married,0,4,3,2,0,2,Travel_Rarely,Manufacturing Director,172368,0,2,2,2,Yes,11,3,4,2,3,No
45,Research & Development,25,Life Sciences,2,Female,Married,0,10,9,8,3,8,Travel_Rarely,Manufacturing Director,212616,2,2,2,2,No,13,3,2,4,2,No
36,Human Resources,2,Human Resources,1,Male,Single,1,10,10,1,0,8,Travel_Frequently,Human Resources,139896,0,2,2,2,No,21,4,2,4,2,No
40,Research & Development,1,Life Sciences,4,Male,Divorced,2,22,19,7,11,16,Travel_Rarely,Manager,605628,1,3,3,4,No,11,3,1,1,3,No
26,Research & Development,1,Life Sciences,2,Female,Married,1,1,1,0,1,0,Travel_Rarely,Research Scientist,105588,1,3,2,1,Yes,13,3,2,3,2,No
27,Sales,2,Medical,2,Female,Single,0,9,8,7,0,7,Travel_Rarely,Sales Executive,234000,0,5,4,2,No,14,3,1,3,2,No
48,Research & Development,22,Medical,3,Female,Divorced,3,24,22,17,4,7,Travel_Frequently,Manager,618264,1,3,3,4,No,11,3,4,4,3,No
44,Research & Development,1,Life Sciences,4,Male,Married,2,10,2,0,2,2,Travel_Rarely,Healthcare Representative,181188,1,5,4,2,No,15,3,2,1,3,No
34,Research & Development,16,Technical Degree,4,Male,Married,1,5,5,2,3,0,Non-Travel,Research Scientist,83052,1,2,1,1,Yes,23,4,4,1,3,Yes
56,Research & Development,24,Life Sciences,2,Male,Single,1,5,4,2,1,0,Travel_Rarely,Laboratory Technician,93132,0,3,3,1,No,16,3,1,4,3,Yes
36,Sales,17,Marketing,2,Male,Married,2,12,4,2,1,3,Travel_Rarely,Sales Executive,198252,2,1,2,2,No,16,3,3,2,1,No
41,Sales,8,Marketing,3,Female,Married,5,14,5,4,1,4,Travel_Rarely,Sales Executive,158148,1,3,3,2,No,21,4,3,2,3,No
42,Research & Development,6,Medical,3,Male,Married,9,18,13,7,5,7,Travel_Rarely,Research Director,480528,1,3,3,3,No,13,3,3,1,4,No
31,Sales,10,Medical,2,Female,Divorced,2,8,5,2,1,4,Travel_Rarely,Sales Executive,236988,1,2,3,2,Yes,11,3,3,4,3,No
34,Sales,3,Medical,1,Female,Married,3,9,4,2,0,1,Travel_Rarely,Sales Executive,291708,0,3,2,2,Yes,12,3,4,4,2,No
31,Research & Development,4,Medical,3,Female,Divorced,8,4,2,2,2,2,Travel_Rarely,Laboratory Technician,143208,1,0,4,1,No,12,3,1,3,2,No
26,Research & Development,6,Other,3,Male,Married,0,8,7,7,7,7,Travel_Frequently,Laboratory Technician,91584,1,3,4,1,No,18,3,3,4,3,No
45,Research & Development,1,Medical,4,Male,Single,4,12,4,2,0,3,Travel_Frequently,Healthcare Representative,194364,0,3,3,2,No,12,3,2,3,3,No
33,Sales,10,Marketing,4,Male,Single,1,10,10,4,0,9,Travel_Rarely,Sales Executive,197532,0,2,3,2,No,14,3,2,3,2,No
28,Sales,1,Life Sciences,2,Male,Married,1,7,7,7,0,7,Travel_Frequently,Sales Executive,246024,1,2,2,2,Yes,12,3,3,4,3,No
29,Sales,24,Technical Degree,3,Male,Single,1,1,1,0,0,0,Travel_Frequently,Sales Representative,39276,0,3,4,1,No,17,3,3,1,3,Yes
39,Sales,21,Life Sciences,4,Female,Married,6,10,3,2,1,2,Non-Travel,Sales Executive,206496,1,1,1,2,No,19,3,1,3,3,No
27,Research & Development,2,Technical Degree,4,Male,Married,1,6,5,3,1,2,Travel_Rarely,Research Scientist,80136,1,3,3,1,No,11,3,2,2,2,No
34,Research & Development,22,Other,4,Male,Married,1,16,15,10,6,11,Travel_Frequently,Research Scientist,206892,0,3,2,2,Yes,15,3,3,4,3,No
28,Sales,13,Marketing,2,Female,Single,3,6,2,0,2,2,Travel_Rarely,Sales Executive,354744,0,0,3,2,Yes,11,3,4,3,3,Yes
47,Research & Development,14,Technical Degree,4,Male,Married,8,16,8,7,1,7,Non-Travel,Research Scientist,196812,1,4,3,2,No,18,3,3,2,4,No
56,Sales,11,Marketing,5,Female,Married,4,6,0,0,0,0,Travel_Rarely,Sales Executive,193680,1,3,2,2,No,16,3,4,1,3,No
39,Research & Development,9,Medical,2,Male,Married,1,10,10,0,7,9,Travel_Rarely,Manufacturing Director,185436,1,3,3,2,No,25,4,1,1,3,No
38,Research & Development,8,Medical,3,Female,Divorced,1,20,20,11,0,7,Travel_Frequently,Research Scientist,76788,1,3,2,2,Yes,16,3,4,2,3,No
58,Sales,21,Life Sciences,3,Female,Married,4,29,1,0,0,0,Travel_Rarely,Manager,643500,1,2,3,4,Yes,13,3,4,4,2,No
32,Research & Development,5,Life Sciences,2,Female,Single,3,8,4,1,0,3,Travel_Frequently,Research Scientist,87552,0,2,4,1,Yes,14,3,1,3,3,Yes
38,Research & Development,9,Life Sciences,2,Male,Divorced,2,10,5,2,0,3,Travel_Rarely,Research Scientist,171756,2,0,3,1,No,19,3,2,4,4,No
49,Research & Development,2,Life Sciences,1,Male,Married,3,28,5,4,4,3,Travel_Frequently,Research Director,689796,0,3,3,5,No,15,3,2,4,3,No
42,Sales,12,Marketing,4,Male,Divorced,3,14,0,0,0,0,Travel_Rarely,Sales Executive,183132,2,4,3,2,Yes,12,3,2,4,3,No
27,Human Resources,22,Human Resources,3,Female,Married,1,1,1,0,0,0,Travel_Frequently,Human Resources,103068,0,2,2,1,No,12,3,1,2,3,Yes
35,Sales,18,Medical,4,Male,Married,0,6,5,3,0,4,Travel_Rarely,Sales Executive,200196,1,2,3,2,No,16,3,2,1,1,No
28,Research & Development,16,Medical,3,Male,Single,1,5,5,3,1,4,Non-Travel,Research Scientist,77184,0,3,3,1,No,14,3,3,3,2,No
31,Research & Development,3,Medical,2,Male,Divorced,1,4,4,2,2,3,Non-Travel,Research Scientist,110340,1,3,3,1,Yes,13,3,3,1,4,No
36,Research & Development,9,Life Sciences,4,Male,Married,1,5,5,4,0,2,Non-Travel,Laboratory Technician,101160,0,3,4,1,No,22,4,1,2,3,No
34,Sales,1,Marketing,3,Male,Single,1,14,14,8,2,1,Travel_Rarely,Sales Executive,355968,0,3,3,3,No,21,4,1,4,2,No
34,Sales,13,Medical,4,Male,Divorced,1,9,8,7,1,1,Travel_Rarely,Sales Executive,310608,1,2,3,3,No,18,3,4,3,2,No
26,Research & Development,1,Medical,3,Male,Single,0,8,7,7,7,6,Travel_Rarely,Laboratory Technician,103212,0,6,3,1,No,13,3,3,1,2,No
29,Research & Development,1,Life Sciences,3,Male,Married,0,6,5,3,0,2,Travel_Rarely,Healthcare Representative,193428,1,5,3,2,No,12,3,1,1,2,No
32,Research & Development,15,Medical,4,Female,Divorced,5,9,5,1,1,2,Non-Travel,Healthcare Representative,240012,1,6,3,2,No,18,3,3,4,3,No
31,Research & Development,1,Life Sciences,3,Male,Married,1,10,10,8,8,7,Travel_Frequently,Research Scientist,180108,0,6,1,2,No,21,4,4,1,3,No
28,Research & Development,17,Technical Degree,3,Male,Divorced,5,6,4,1,0,3,Travel_Rarely,Laboratory Technician,85212,1,2,2,1,No,12,3,3,4,2,Yes
38,Sales,1,Life Sciences,3,Male,Single,4,20,1,0,0,0,Travel_Rarely,Sales Representative,102888,0,3,2,1,No,14,3,1,1,2,No
35,Sales,7,Life Sciences,4,Female,Married,1,10,10,8,0,9,Travel_Rarely,Sales Executive,187344,0,2,3,2,Yes,11,3,3,4,3,No
27,Sales,9,Marketing,3,Male,Single,1,7,7,7,0,7,Travel_Rarely,Sales Executive,147780,0,5,3,2,No,14,3,4,4,3,No
32,Research & Development,5,Life Sciences,4,Male,Single,8,8,1,0,0,0,Travel_Rarely,Manufacturing Director,348444,0,1,2,2,No,24,4,4,4,3,No
31,Sales,26,Marketing,4,Male,Married,1,10,10,7,0,8,Travel_Frequently,Sales Executive,202212,0,4,3,2,Yes,11,3,1,4,3,Yes
53,Sales,24,Life Sciences,4,Male,Single,6,15,2,2,2,2,Travel_Rarely,Sales Executive,376128,0,2,3,3,Yes,13,3,1,1,2,Yes
54,Research & Development,9,Life Sciences,2,Female,Married,3,9,4,3,2,3,Travel_Rarely,Research Scientist,104292,2,6,3,2,No,11,3,1,3,2,No
33,Research & Development,7,Life Sciences,2,Male,Divorced,1,9,9,7,2,8,Travel_Frequently,Healthcare Representative,214848,3,2,3,2,No,20,4,4,3,3,No
43,Research & Development,11,Life Sciences,3,Male,Married,1,10,10,9,0,9,Travel_Rarely,Healthcare Representative,270360,1,1,3,3,No,17,3,1,3,3,No
38,Human Resources,1,Other,4,Male,Married,0,7,6,2,1,2,Travel_Frequently,Human Resources,107676,1,2,3,1,Yes,11,3,4,2,3,No
55,Human Resources,26,Human Resources,4,Male,Married,4,35,10,9,1,4,Travel_Rarely,Manager,706896,1,0,4,5,Yes,18,3,3,2,3,No
31,Research & Development,2,Medical,1,Female,Divorced,1,1,1,0,0,0,Travel_Rarely,Laboratory Technician,40644,3,4,1,1,Yes,11,3,4,4,3,No
39,Sales,15,Marketing,4,Male,Single,0,21,20,8,11,10,Travel_Rarely,Sales Executive,480276,0,3,3,4,No,12,3,2,1,3,No
42,Research & Development,23,Life Sciences,2,Male,Single,1,20,20,9,3,7,Non-Travel,Research Scientist,155952,0,2,2,2,No,12,3,4,3,3,No
31,Research & Development,10,Medical,3,Female,Married,4,13,11,7,4,8,Non-Travel,Research Director,397116,1,2,3,3,No,20,4,3,3,4,No
54,Research & Development,10,Medical,3,Female,Single,6,9,5,2,1,4,Travel_Rarely,Manufacturing Director,159840,0,3,3,2,Yes,19,3,3,1,3,No
24,Research & Development,1,Life Sciences,2,Male,Single,1,4,4,3,1,2,Travel_Rarely,Healthcare Representative,166212,0,2,2,2,No,12,3,2,3,2,No
23,Research & Development,12,Other,2,Male,Single,1,5,5,2,1,4,Travel_Rarely,Laboratory Technician,95292,0,6,3,1,No,13,3,4,4,4,No
40,Research & Development,11,Technical Degree,3,Female,Married,1,10,10,9,9,4,Travel_Frequently,Laboratory Technician,227628,1,2,3,2,No,11,3,4,3,4,No
40,Sales,2,Marketing,2,Female,Married,3,15,11,8,5,10,Travel_Rarely,Sales Executive,204372,1,4,3,2,No,14,3,2,2,3,No
25,Human Resources,2,Human Resources,3,Female,Married,4,6,2,0,1,2,Travel_Rarely,Human Resources,78732,0,3,3,1,No,14,3,3,2,3,No
30,Research & Development,1,Medical,2,Male,Married,1,12,12,8,1,7,Travel_Rarely,Laboratory Technician,134928,0,6,3,1,No,13,3,4,2,2,No
25,Research & Development,2,Other,1,Male,Divorced,6,7,2,2,0,2,Travel_Rarely,Laboratory Technician,143172,1,2,3,1,Yes,19,3,4,3,2,No
47,Research & Development,25,Medical,3,Male,Single,2,25,17,14,12,11,Travel_Rarely,Healthcare Representative,310788,0,3,3,3,No,23,4,1,3,3,No
33,Research & Development,1,Medical,2,Male,Divorced,1,1,1,1,0,0,Non-Travel,Laboratory Technician,72288,3,2,2,1,No,12,3,2,3,2,No
38,Sales,1,Life Sciences,4,Male,Married,0,16,15,13,5,8,Travel_Rarely,Sales Executive,159840,2,3,3,2,No,15,3,4,2,3,No
31,Sales,2,Life Sciences,2,Male,Married,0,3,2,2,1,2,Travel_Rarely,Sales Representative,110412,1,1,3,1,No,19,3,1,3,3,No
38,Research & Development,6,Life Sciences,4,Male,Married,2,10,8,3,7,7,Travel_Frequently,Manufacturing Director,191556,1,1,2,2,No,11,3,1,3,3,No
42,Research & Development,18,Life Sciences,4,Male,Divorced,6,9,4,3,1,2,Travel_Rarely,Research Scientist,194760,1,3,3,2,Yes,17,3,4,1,2,No
41,Research & Development,1,Life Sciences,3,Male,Married,3,12,5,3,1,0,Travel_Rarely,Research Scientist,100152,1,3,3,1,No,22,4,4,4,3,No
47,Research & Development,1,Medical,1,Female,Married,0,14,13,8,5,12,Non-Travel,Research Director,430452,2,3,3,3,No,18,3,3,2,1,No
35,Research & Development,11,Medical,4,Male,Married,7,5,2,2,2,2,Travel_Rarely,Laboratory Technician,95760,1,3,3,1,Yes,11,3,4,3,3,No
22,Research & Development,1,Life Sciences,2,Male,Single,0,4,3,2,1,2,Travel_Rarely,Research Scientist,121500,0,2,3,1,No,12,3,4,3,4,No
35,Research & Development,9,Medical,4,Male,Single,1,10,10,7,0,8,Travel_Rarely,Research Scientist,183528,0,5,3,2,No,19,3,2,3,3,No
33,Research & Development,15,Medical,2,Female,Married,0,10,9,7,8,1,Travel_Rarely,Healthcare Representative,175608,1,6,3,2,Yes,13,3,2,4,3,No
32,Research & Development,29,Life Sciences,4,Female,Single,1,6,6,2,4,1,Travel_Rarely,Laboratory Technician,102132,0,3,2,1,No,13,3,3,2,3,No
40,Research & Development,1,Life Sciences,4,Male,Married,8,8,1,0,0,0,Travel_Rarely,Laboratory Technician,86616,2,3,3,1,No,19,3,1,4,2,No
32,Sales,1,Medical,4,Male,Married,0,3,2,2,2,2,Travel_Rarely,Sales Representative,81684,1,2,2,1,No,14,3,2,2,3,No
39,Research & Development,24,Life Sciences,1,Male,Single,7,18,7,7,1,7,Travel_Rarely,Research Scientist,147888,0,2,3,2,No,13,3,1,4,3,No
38,Research & Development,10,Medical,3,Female,Married,3,20,18,16,1,11,Travel_Rarely,Research Director,475416,1,3,1,3,No,12,3,2,3,3,No
32,Sales,1,Marketing,4,Female,Married,1,14,14,10,5,7,Travel_Rarely,Sales Executive,375192,2,3,3,3,No,19,3,3,4,3,No
37,Research & Development,10,Life Sciences,3,Female,Married,1,16,16,11,6,8,Travel_Rarely,Research Director,494784,1,2,4,3,Yes,25,4,3,4,3,No
25,Sales,8,Other,2,Female,Divorced,0,6,5,3,0,4,Travel_Rarely,Sales Executive,176652,1,3,3,2,Yes,22,4,1,3,2,No
52,Sales,29,Life Sciences,4,Male,Divorced,2,16,9,8,0,0,Non-Travel,Sales Representative,125352,2,3,3,1,No,15,3,1,4,2,No
44,Research & Development,1,Medical,3,Male,Single,6,6,4,3,1,2,Travel_Rarely,Research Scientist,87696,0,2,3,1,Yes,12,3,2,4,3,No
21,Sales,5,Medical,1,Male,Single,1,2,2,2,1,2,Travel_Rarely,Sales Representative,85680,0,6,3,1,Yes,11,3,3,1,3,No
39,Research & Development,9,Life Sciences,3,Male,Single,2,21,6,0,1,3,Non-Travel,Manager,699516,0,3,3,5,No,13,3,4,4,2,No
23,Sales,9,Marketing,3,Male,Married,1,1,1,0,1,0,Travel_Frequently,Sales Representative,64440,1,3,3,1,No,19,3,4,1,2,Yes
36,Sales,3,Medical,3,Female,Married,0,10,9,7,3,4,Travel_Rarely,Sales Executive,275184,2,2,2,3,No,19,3,1,4,3,No
36,Research & Development,4,Life Sciences,2,Female,Divorced,7,18,4,2,0,2,Travel_Frequently,Manufacturing Director,184716,3,3,3,2,No,13,3,4,2,3,No
56,Research & Development,1,Life Sciences,4,Male,Divorced,1,13,13,12,1,9,Non-Travel,Healthcare Representative,227016,1,2,3,2,No,21,4,3,3,2,No
29,Research & Development,1,Medical,4,Male,Married,9,4,2,2,2,2,Travel_Rarely,Research Scientist,172332,3,3,3,1,Yes,14,3,1,4,4,Yes
42,Research & Development,2,Life Sciences,3,Male,Married,5,24,22,6,4,14,Travel_Rarely,Manager,679680,0,2,3,5,No,11,3,1,3,2,No
56,Research & Development,7,Technical Degree,2,Male,Married,8,14,10,9,9,8,Travel_Rarely,Laboratory Technician,84204,1,4,3,1,No,11,3,4,3,1,Yes
41,Research & Development,28,Life Sciences,4,Female,Married,0,21,20,7,0,10,Travel_Rarely,Manufacturing Director,488520,1,3,2,4,No,23,4,1,2,3,No
34,Sales,28,Marketing,3,Female,Married,1,8,8,7,1,7,Travel_Rarely,Sales Executive,241632,2,2,2,2,No,21,4,4,3,3,No
36,Sales,15,Marketing,4,Male,Divorced,1,15,15,12,11,11,Non-Travel,Sales Executive,194616,1,4,1,2,No,24,4,4,4,2,No
41,Sales,3,Life Sciences,3,Male,Divorced,2,14,5,4,0,4,Travel_Rarely,Sales Executive,321768,1,5,2,2,No,11,3,3,2,3,No
32,Research & Development,2,Technical Degree,3,Male,Single,1,4,4,2,1,2,Travel_Rarely,Research Scientist,87804,0,4,3,1,No,14,3,4,1,3,No
35,Human Resources,26,Life Sciences,4,Female,Single,1,9,9,0,1,7,Travel_Rarely,Human Resources,318132,0,2,3,3,Yes,16,3,3,4,3,No
38,Sales,10,Life Sciences,2,Female,Married,1,10,10,7,1,9,Travel_Rarely,Sales Executive,192348,1,1,3,2,No,11,3,1,4,3,No
50,Sales,1,Life Sciences,4,Male,Divorced,7,12,6,3,0,1,Travel_Frequently,Sales Executive,242208,2,3,3,2,No,12,3,2,3,3,Yes
36,Sales,11,Marketing,4,Female,Married,4,8,6,3,0,0,Travel_Rarely,Sales Executive,239472,1,2,2,2,No,13,3,2,4,2,No
45,Sales,20,Life Sciences,3,Female,Single,8,8,5,3,0,1,Travel_Rarely,Sales Executive,174600,0,3,3,2,No,15,3,4,3,3,No
40,Research & Development,2,Life Sciences,4,Male,Single,2,8,2,2,2,2,Travel_Rarely,Research Scientist,101124,0,2,2,1,No,14,3,3,3,3,No
35,Research & Development,18,Life Sciences,4,Male,Married,1,10,10,2,0,2,Travel_Frequently,Healthcare Representative,204804,2,2,3,2,Yes,14,3,3,3,4,No
40,Research & Development,2,Medical,4,Female,Married,2,20,5,3,0,2,Travel_Rarely,Research Scientist,72036,3,2,3,1,No,14,3,3,3,3,No
35,Research & Development,1,Life Sciences,4,Female,Married,1,4,4,3,1,1,Travel_Rarely,Research Scientist,107172,1,5,1,1,No,12,3,3,4,3,No
29,Research & Development,13,Other,2,Male,Married,4,10,4,3,0,3,Travel_Rarely,Laboratory Technician,144900,1,2,2,2,Yes,13,3,4,2,3,No
29,Research & Development,28,Medical,4,Female,Single,1,5,5,4,0,4,Travel_Rarely,Research Scientist,136260,0,3,2,1,No,14,3,4,1,1,No
50,Sales,28,Marketing,3,Male,Divorced,4,20,3,2,2,0,Travel_Rarely,Sales Executive,390744,1,3,2,3,Yes,13,3,4,1,3,Yes
39,Sales,24,Marketing,1,Female,Married,0,21,20,9,9,6,Travel_Rarely,Sales Executive,433116,1,2,2,4,No,11,3,2,4,2,No
31,Research & Development,5,Medical,3,Male,Single,0,10,9,4,1,7,Non-Travel,Manufacturing Director,357696,0,2,3,2,No,19,3,2,1,3,No
26,Sales,5,Other,3,Female,Single,0,5,4,2,0,0,Travel_Rarely,Sales Representative,106776,0,2,2,1,No,18,3,4,3,3,No
